Symbol,IssuerName,Sector,Industry,IPO
BKH,Black Hills Corporation,Public Utilities,Electric Utilities: Central,n/a
BKHU,Black Hills Corporation,Public Utilities,Electric Utilities: Central,2015
BKFS,"Black Knight Financial Services, Inc.",Technology,Computer Software: Prepackaged Software,2015
BSM,"Black Stone Minerals, L.P.",Energy,Oil & Gas Production,2015
BGIO,BlackRock 2022 Global Income Opportunity Trust,n/a,n/a,2017
BJZ,Blackrock California Municipal 2018 Term Trust,n/a,n/a,2001
BFZ,BlackRock California Municipal Income Trust,n/a,n/a,2001
CII,Blackrock Capital and Income Strategies Fund Inc,n/a,n/a,2004
BHK,Blackrock Core Bond Trust,n/a,n/a,2001
HYT,"Blackrock Corporate High Yield Fund, Inc.",n/a,n/a,2003
BTZ,BlackRock Credit Allocation Income Trust,n/a,n/a,2006
DSU,"Blackrock Debt Strategies Fund, Inc.",n/a,n/a,1998
BGR,BlackRock Energy and Resources Trust,n/a,n/a,2004
BDJ,Blackrock Enhanced Equity Dividend Trust,n/a,n/a,2005
EGF,"Blackrock Enhanced Government Fund, Inc",n/a,n/a,2005
FRA,Blackrock Floating Rate Income Strategies Fund Inc,n/a,n/a,2003
BFO,Blackrock Florida Municipal 2020 Term Trust,n/a,n/a,2003
BGT,Blackrock Global,n/a,n/a,2004
BOE,Blackrock Global,n/a,n/a,2005
BME,Blackrock Health Sciences Trust,n/a,n/a,2005
BAF,BlackRock Income Investment Quality Trust,n/a,n/a,2002
BKT,BlackRock Income Trust Inc. (The),n/a,n/a,n/a
BGY,"BLACKROCK INTERNATIONAL, LTD.",n/a,n/a,2007
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),n/a,n/a,1993
BTA,BlackRock Long-Term Municipal Advantage Trust,n/a,n/a,2006
BIT,BlackRock Multi-Sector Income Trust,n/a,n/a,2013
MUI,Blackrock Muni Intermediate Duration Fund Inc,n/a,n/a,2003
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,n/a,n/a,2003
MUA,"Blackrock MuniAssets Fund, Inc.",n/a,n/a,1993
BPK,Blackrock Municipal 2018 Term Trust,n/a,n/a,2001
BKK,Blackrock Municipal 2020 Term Trust,n/a,n/a,2003
BBK,Blackrock Municipal Bond Trust,n/a,n/a,2002
BBF,BlackRock Municipal Income Investment Trust,n/a,n/a,n/a
BYM,Blackrock Municipal Income Quality Trust,n/a,n/a,2002
BFK,BlackRock Municipal Income Trust,n/a,n/a,n/a
BTT,BlackRock Municipal Target Term Trust Inc. (The),n/a,n/a,2012
MEN,"Blackrock MuniEnhanced Fund, Inc.",n/a,n/a,1989
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",n/a,n/a,1998
MUH,"Blackrock MuniHoldings Fund II, Inc.",n/a,n/a,1998
MHD,"Blackrock MuniHoldings Fund, Inc.",n/a,n/a,1997
MFL,Blackrock MuniHoldings Investment Quality Fund,n/a,n/a,1997
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",n/a,n/a,1998
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",n/a,n/a,1997
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",n/a,n/a,n/a
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",n/a,n/a,1998
MVT,"Blackrock MuniVest Fund II, Inc.",n/a,n/a,1993
MYC,"Blackrock MuniYield California Fund, Inc.",n/a,n/a,1992
MCA,"Blackrock MuniYield California Insured Fund, Inc.",n/a,n/a,1992
MYD,"Blackrock MuniYield Fund, Inc.",n/a,n/a,1991
MYF,Blackrock MuniYield Investment Fund,n/a,n/a,1992
MFT,Blackrock MuniYield Investment QualityFund,n/a,n/a,1992
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",n/a,n/a,1992
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",n/a,n/a,1992
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",n/a,n/a,1992
MPA,Blackrock MuniYield Pennsylvania Quality Fund,n/a,n/a,1992
MQT,"Blackrock MuniYield Quality Fund II, Inc.",n/a,n/a,1992
MYI,"Blackrock MuniYield Quality Fund III, Inc.",n/a,n/a,n/a
MQY,"Blackrock MuniYield Quality Fund, Inc.",n/a,n/a,1992
BNJ,BlackRock New Jersey Municipal Income Trust,n/a,n/a,n/a
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,n/a,n/a,n/a
BLH,Blackrock New York Municipal 2018 Term Trust,n/a,n/a,2001
BQH,Blackrock New York Municipal Bond Trust,n/a,n/a,2002
BSE,Blackrock New York Municipal Income Quality Trust,n/a,n/a,2002
BCX,BlackRock Resources,n/a,n/a,2011
BST,BlackRock Science and Technology Trust,n/a,n/a,2014
BSD,BlackRock Strategic Municipal Trust Inc. (The),n/a,n/a,1999
BUI,BlackRock Utility and Infrastructure Trust,n/a,n/a,2011
BLK,"BlackRock, Inc.",Finance,Investment Bankers/Brokers/Service,1999
BGB,Blackstone / GSO Strategic Credit Fund,n/a,n/a,2012
BGX,Blackstone GSO Long Short Credit Income Fund,n/a,n/a,2011
BSL,Blackstone GSO Senior Floating Rate Term Fund,n/a,n/a,2010
APRN,"Blue Apron Holdings, Inc.",Consumer Services,Catalog/Specialty Distribution,2017
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,Property-Casualty Insurers,2013
BXC,BlueLinx Holdings Inc.,Capital Goods,Wholesale Distributors,2004
BWP,Boardwalk Pipeline Partners L.P.,Public Utilities,Natural Gas Distribution,2005
BA,Boeing Company (The),Capital Goods,Aerospace,n/a
BCC,"Boise Cascade, L.L.C.",Consumer Services,RETAIL: Building Materials,2013
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas Production,2017
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,2014
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services,2010
BWA,BorgWarner Inc.,Capital Goods,Auto Parts:O.E.M.,n/a
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,Beverages (Production/Distribution),n/a
BXP,"Boston Properties, Inc.",Consumer Services,Real Estate Investment Trusts,1997
BXP^B,"Boston Properties, Inc.",n/a,n/a,n/a
BSX,Boston Scientific Corporation,Health Care,Medical/Dental Instruments,n/a
BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software,2015
BYD,Boyd Gaming Corporation,Consumer Services,Hotels/Resorts,1993
BP,BP p.l.c.,Energy,Integrated oil Companies,n/a
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies,n/a
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries,n/a
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts,n/a
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling,n/a
BAK,Braskem S.A.,Basic Industries,Major Chemicals,n/a
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish,n/a
BPI,"Bridgepoint Education, Inc.",Consumer Services,Other Consumer Services,2009
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components,n/a
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services,2013
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,Other Consumer Services,2017
EAT,"Brinker International, Inc.",Consumer Services,Restaurants,n/a
BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing,n/a
BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals,n/a
BRS,Bristow Group Inc,Transportation,Transportation Services,n/a
BTI,British American Tobacco p.l.c.,Consumer Non-Durables,Farming/Seeds/Milling,n/a
BRX,Brixmor Property Group Inc.,Consumer Services,Real Estate Investment Trusts,2013
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services,n/a
BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management,2005
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators,n/a
BBU,Brookfield Business Partners L.P.,Basic Industries,Engineering & Construction,2016
DTLA^,Brookfield DTLA Inc.,n/a,n/a,n/a
INF,Brookfield Global Listed Infrastructure Income Fund,n/a,n/a,n/a
BIP,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation,n/a
BPY,Brookfield Property Partners L.P.,Finance,Real Estate,n/a
RA,Brookfield Real Assets Income Fund Inc.,n/a,n/a,2016
BEP,Brookfield Renewable Partners L.P.,Public Utilities,Electric Utilities: Central,n/a
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers,n/a
BF.A,Brown Forman Corporation,n/a,n/a,n/a
BF.B,Brown Forman Corporation,n/a,n/a,n/a
BRT,BRT Apartments Corp.,Consumer Services,Real Estate Investment Trusts,n/a
BC,Brunswick Corporation,Energy,Industrial Machinery/Components,n/a
BT,BT Group plc,Public Utilities,Telecommunications Equipment,n/a
BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution,1986
BKE,"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,n/a
BVN,Buenaventura Mining Company Inc.,Basic Industries,Precious Metals,1996
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys,2004
BG,Bunge Limited,Consumer Non-Durables,Packaged Foods,2001
BURL,"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,2013
BWXT,"BWX Technologies, Inc.",Energy,Industrial Machinery/Components,n/a
BY,"Byline Bancorp, Inc.",Finance,Major Banks,2017
CJ,C,Energy,Oilfield Services/Equipment,2017
BCR,"C.R. Bard, Inc.",Health Care,Medical/Dental Instruments,n/a
GYB,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,n/a
PFH,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,n/a
CAB,Cabela&#39;s Inc,Consumer Services,Other Specialty Stores,2004
CABO,"Cable One, Inc.",Consumer Services,Television Services,2015
CBT,Cabot Corporation,Basic Industries,Major Chemicals,n/a
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production,1990
CACI,"CACI International, Inc.",Technology,EDP Services,n/a
CADE,Cadence Bancorporation,Finance,Major Banks,2017
CAE,CAE Inc,Miscellaneous,Industrial Machinery/Components,n/a
CAI,"CAI International, Inc.",Technology,Diversified Commercial Services,n/a
CAA,"CalAtlantic Group, Inc.",Capital Goods,Homebuilding,n/a
CAL,"Caleres, Inc.",Consumer Non-Durables,Shoe Manufacturing,n/a
CCC,Calgon Carbon Corporation,Basic Industries,Major Chemicals,n/a
CRC,California Resources Corporation,Energy,Oil & Gas Production,2014
CWT,California Water  Service Group Holding,Public Utilities,Water Supply,n/a
CALX,"Calix, Inc",Consumer Services,Telecommunications Equipment,2010
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys,1992
CPE,Callon Petroleum Company,Energy,Oil & Gas Production,n/a
CPE^A,Callon Petroleum Company,Energy,Oil & Gas Production,n/a
CPN,Calpine Corporation,Public Utilities,Electric Utilities: Central,n/a
CBM,Cambrex Corporation,Health Care,Major Pharmaceuticals,1987
CPT,Camden Property Trust,Consumer Services,Real Estate Investment Trusts,1993
CCJ,Cameco Corporation,Basic Industries,Precious Metals,1996
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods,n/a
CWH,"Camping World Holdings, Inc.",Consumer Durables,Automotive Aftermarket,2016
GOOS,Canada Goose Holdings Inc.,Consumer Non-Durables,Apparel,2017
CM,Canadian Imperial Bank of Commerce,Finance,Commercial Banks,n/a
CNI,Canadian National Railway Company,Transportation,Railroads,n/a
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas Production,n/a
CP,Canadian Pacific Railway Limited,Transportation,Railroads,n/a
CAJ,"Canon, Inc.",Miscellaneous,Industrial Machinery/Components,n/a
CMD,Cantel Medical Corp.,Health Care,Medical/Dental Instruments,n/a
COF,Capital One Financial Corporation,Finance,Major Banks,1994
COF.WS,Capital One Financial Corporation,n/a,n/a,n/a
COF^C,Capital One Financial Corporation,Finance,Major Banks,n/a
COF^D,Capital One Financial Corporation,n/a,n/a,n/a
COF^F,Capital One Financial Corporation,n/a,n/a,n/a
COF^G,Capital One Financial Corporation,n/a,n/a,n/a
COF^H,Capital One Financial Corporation,n/a,n/a,n/a
COF^P,Capital One Financial Corporation,n/a,n/a,n/a
CSU,Capital Senior Living Corporation,Health Care,Hospital/Nursing Management,1997
BXMT,"Capital Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
CIC.U,Capitol Investment Corp. IV,n/a,n/a,2017
CMO,Capstead Mortgage Corporation,Consumer Services,Real Estate Investment Trusts,n/a
CMO^E,Capstead Mortgage Corporation,n/a,n/a,n/a
CRR,"Carbo Ceramics, Inc.",Capital Goods,Industrial Machinery/Components,n/a
CAH,"Cardinal Health, Inc.",Health Care,Other Pharmaceuticals,n/a
CRCM,"Care.com, Inc.",Consumer Services,Other Consumer Services,2014
CSL,Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals,n/a
KMX,CarMax Inc,Consumer Durables,Automotive Aftermarket,n/a
CCL,Carnival Corporation,Consumer Services,Marine Transportation,1987
CUK,Carnival Corporation,Consumer Services,Marine Transportation,n/a
CRS,Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore,n/a
CSV,"Carriage Services, Inc.",Consumer Services,Other Consumer Services,n/a
CARS,Cars.com Inc.,Technology,EDP Services,2017
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,Apparel,2003
CVNA,Carvana Co.,Consumer Durables,Automotive Aftermarket,2017
CSLT,"Castlight Health, inc.",Technology,EDP Services,2014
CTLT,"Catalent, Inc.",Health Care,Major Pharmaceuticals,2014
CTT           ,"CatchMark Timber Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2013
CAT,"Caterpillar, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,n/a
CATO,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores,n/a
CBZ,"CBIZ, Inc.",Miscellaneous,Business Services,n/a
CBL,"CBL & Associates Properties, Inc.",Consumer Services,Real Estate Investment Trusts,1993
CBL^D,"CBL & Associates Properties, Inc.",n/a,n/a,n/a
CBL^E,"CBL & Associates Properties, Inc.",n/a,n/a,n/a
CBO,CBO (Listing Market - NYSE - Networks A/E),n/a,n/a,n/a
IGR,CBRE Clarion Global Real Estate Income Fund,n/a,n/a,2004
CBG,"CBRE Group, Inc.",Finance,Real Estate,2004
CBS,CBS Corporation,Consumer Services,Broadcasting,n/a
CBS.A,CBS Corporation,n/a,n/a,n/a
CBX,CBX (Listing Market NYSE Networks AE,n/a,n/a,n/a
FUN,"Cedar Fair, L.P.",Consumer Services,Services-Misc. Amusement & Recreation,1987
CDR,"Cedar Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a
CDR^B,"Cedar Realty Trust, Inc.",n/a,n/a,n/a
CDR^C,"Cedar Realty Trust, Inc.",n/a,n/a,n/a
CGI,"Celadon Group, Inc.",Transportation,Trucking Freight/Courier Services,n/a
CE,Celanese Corporation,Basic Industries,Major Chemicals,2005
CLS,"Celestica, Inc.",Technology,Electrical Products,1998
CEL,"Cellcom Israel, Ltd.",Public Utilities,Telecommunications Equipment,2007
CPAC,Cementos Pacasmayo S.A.A.,Capital Goods,Building Materials,n/a
CX,Cemex S.A.B. de C.V.,Capital Goods,Building Materials,n/a
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production,n/a
CNC,Centene Corporation,Health Care,Medical Specialities,n/a
CEN,Center Coast MLP & Infrastructure Fund,n/a,n/a,2013
CNP,"CenterPoint Energy, Inc.",Public Utilities,Electric Utilities: Central,n/a
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central,2016
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,2016
CCS,"Century Communities, Inc.",Capital Goods,Homebuilding,2014
CTL,"CenturyLink, Inc.",Public Utilities,Telecommunications Equipment,n/a
CF,"CF Industries Holdings, Inc.",Basic Industries,Agricultural Chemicals,2005
CGG,CGG,Energy,Oil & Gas Production,n/a
GIB,"CGI Group, Inc.",Consumer Services,Professional Services,n/a
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software,2013
CRL,"Charles River Laboratories International, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,2000
CLDT,Chatham Lodging Trust (REIT),Consumer Services,Real Estate Investment Trusts,2010
CMCM,Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software,2014
CHGG,"Chegg, Inc.",Consumer Services,Other Consumer Services,2013
CHE,Chemed Corp.,Health Care,Medical/Nursing Services,n/a
CC,Chemours Company (The),Basic Industries,Major Chemicals,2015
CHMI,Cherry Hill Mortgage Investment Corporation,Consumer Services,Real Estate Investment Trusts,2013
CHMI^A,Cherry Hill Mortgage Investment Corporation,n/a,n/a,n/a
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas Production,n/a
CHK^D,Chesapeake Energy Corporation,n/a,n/a,n/a
CHKR,Chesapeake Granite Wash Trust,Energy,Oil & Gas Production,2011
CHSP,Chesapeake Lodging Trust,Consumer Services,Real Estate Investment Trusts,2010
CPK,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production,n/a
CVX,Chevron Corporation,Energy,Integrated oil Companies,n/a
CBI,Chicago Bridge & Iron Company N.V.,Basic Industries,Engineering & Construction,1997
CHS,"Chico&#39;s FAS, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a
CIM,Chimera Investment Corporation,Consumer Services,Real Estate Investment Trusts,2007
CIM^A,Chimera Investment Corporation,n/a,n/a,n/a
CIM^B,Chimera Investment Corporation,n/a,n/a,n/a
CO,China Cord Blood Corporation,Finance,Business Services,n/a
DL,China Distance Education Holdings Limited,Consumer Services,Other Consumer Services,n/a
CEA,China Eastern Airlines Corporation Ltd.,Transportation,Air Freight/Delivery Services,1997
CHN,"China Fund, Inc. (The)",n/a,n/a,n/a
CGA,"China Green Agriculture, Inc.",Basic Industries,Agricultural Chemicals,n/a
LFC,China Life Insurance Company Limited,Finance,Life Insurance,2003
CHL,China Mobile (Hong Kong) Ltd.,Public Utilities,Telecommunications Equipment,n/a
BORN,China New Borun Corporation,Consumer Non-Durables,Beverages (Production/Distribution),2010
COE,China Online Education Group,Consumer Services,Other Consumer Services,2016
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies,n/a
XRF,China Rapid Finance Limited,Finance,Finance: Consumer Services,2017
ZNH,China Southern Airlines Company Limited,Transportation,Air Freight/Delivery Services,1997
CHA,China Telecom Corp Ltd,Public Utilities,Telecommunications Equipment,2002
CHU,China Unicom (Hong Kong) Ltd,Public Utilities,Telecommunications Equipment,n/a
XNY,China Xiniya Fashion Limited,Consumer Non-Durables,Apparel,2010
CYD,China Yuchai International Limited,Energy,Industrial Machinery/Components,1994
ZX,China Zenix Auto International Limited,Capital Goods,Auto Parts:O.E.M.,2011
CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,Restaurants,2006
CHH,"Choice Hotels International, Inc.",Consumer Services,Hotels/Resorts,n/a
CBK,Christopher & Banks Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,n/a
CHT,"Chunghwa Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment,n/a
CHD,"Church & Dwight Company, Inc.",Basic Industries,Package Goods/Cosmetics,n/a
CIEN,Ciena Corporation,Public Utilities,Telecommunications Equipment,1997
CI,Cigna Corporation,Health Care,Medical Specialities,n/a
XEC,Cimarex Energy Co,Energy,Oil & Gas Production,n/a
CBB,Cincinnati Bell Inc,Public Utilities,Telecommunications Equipment,n/a
CBB^B,Cincinnati Bell Inc,n/a,n/a,n/a
CNK,Cinemark Holdings Inc,Consumer Services,Movies/Entertainment,2007
CINR,Ciner Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2013
CIR,"CIRCOR International, Inc.",Capital Goods,Metal Fabrications,n/a
CISN,Cision Ltd.,Technology,Computer Software: Prepackaged Software,2017
CIT,CIT Group Inc (DEL),Finance,Major Banks,n/a
BLW,Citigroup Inc.,Finance,Major Banks,2003
C,Citigroup Inc.,Finance,Major Banks,n/a
C.WS.A,Citigroup Inc.,n/a,n/a,n/a
C^C,Citigroup Inc.,n/a,n/a,n/a
C^J,Citigroup Inc.,n/a,n/a,n/a
C^K,Citigroup Inc.,Finance,Major Banks,n/a
C^L,Citigroup Inc.,n/a,n/a,n/a
C^N,Citigroup Inc.,Finance,Major Banks,n/a
C^P,Citigroup Inc.,n/a,n/a,n/a
C^S,Citigroup Inc.,n/a,n/a,n/a
CFG,"Citizens Financial Group, Inc.",Finance,Major Banks,2014
CIA,"Citizens, Inc.",Finance,Life Insurance,n/a
CIO,"City Office REIT, Inc.",Consumer Services,Real Estate Investment Trusts,2014
CIO^A,"City Office REIT, Inc.",n/a,n/a,n/a
CVEO,Civeo Corporation,Consumer Services,Hotels/Resorts,2014
CIVI,"Civitas Solutions, Inc.",Health Care,Medical/Nursing Services,2014
CLH,"Clean Harbors, Inc.",Basic Industries,Environmental Services,n/a
CCO,"Clear Channel Outdoor Holdings, Inc.",Consumer Services,Advertising,2005
CBA           ,ClearBridge American Energy MLP Fund Inc.,n/a,n/a,2013
CEM,ClearBridge Energy MLP Fund Inc.,n/a,n/a,2010
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,n/a,n/a,2011
CTR,ClearBridge Energy MLP Total Return Fund Inc.,n/a,n/a,2012
CLW,Clearwater Paper Corporation,Basic Industries,Paper,n/a
CLF,Cleveland-Cliffs Inc.,Basic Industries,Precious Metals,n/a
CLPR,Clipper Realty Inc.,Consumer Services,Real Estate Investment Trusts,2017
CLX,Clorox Company (The),Consumer Durables,Specialty Chemicals,n/a
CLD,Cloud Peak Energy Inc,Energy,Coal Mining,2009
