Symbol,IssuerName,Sector,Industry,IPO
IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,n/a
TILE,"Interface, Inc.",Consumer Durables,Home Furnishings,n/a
LINK,"Interlink Electronics, Inc.",Technology,Computer peripheral equipment,n/a
IMI,"Intermolecular, Inc.",Technology,Semiconductors,2011
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing",1999
IBOC,International Bancshares Corporation,Finance,Major Banks,n/a
ISCA,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation,1996
IGLD,Internet Gold Golden Lines Ltd.,Public Utilities,Telecommunications Equipment,1999
IIJI,"Internet Initiative Japan, Inc.",Technology,"Computer Software: Programming, Data Processing",n/a
IDXG,"Interpace Diagnostics Group, Inc.",Health Care,Medical/Dental Instruments,n/a
XENT,"Intersect ENT, Inc.",Health Care,Medical/Dental Instruments,2014
INTX,"Intersections, Inc.",Technology,EDP Services,2004
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components,1995
INTL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,n/a
ITCI,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals,n/a
IIN,IntriCon Corporation,Capital Goods,Electrical Products,n/a
INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software,1993
ISRG,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,2000
SNAK,"Inventure Foods, Inc.",Consumer Non-Durables,Packaged Foods,1996
ISTR,Investar Holding Corporation,Finance,Major Banks,2014
ISBC,"Investors Bancorp, Inc.",Finance,Major Banks,n/a
ITIC,Investors Title Company,Finance,Specialty Insurers,n/a
NVIV,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments,n/a
IVTY,"Invuity, Inc.",Health Care,Medical/Dental Instruments,2015
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
IOVA,"Iovance Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a
IPAS,iPass Inc.,Technology,EDP Services,2003
DTYS,iPath US Treasury 10-year Bear ETN,Finance,Commercial Banks,n/a
DTYL,iPath US Treasury 10-year Bull ETN,Finance,Commercial Banks,n/a
DTUS,iPath US Treasury 2-year Bear ETN,Finance,Commercial Banks,n/a
DTUL,iPath US Treasury 2-year Bull ETN,Finance,Commercial Banks,n/a
DFVS,iPath US Treasury 5-year Bear ETN,Finance,Commercial Banks,n/a
DFVL,iPath US Treasury 5-year Bull ETN,Finance,Commercial Banks,n/a
FLAT,iPath US Treasury Flattener ETN,Finance,Commercial Banks,n/a
DLBS,iPath US Treasury Long Bond Bear ETN,Finance,Commercial Banks,n/a
DLBL,iPath US Treasury Long Bond Bull ETN,Finance,Commercial Banks,n/a
STPP,iPath US Treasury Steepener ETN,Finance,Commercial Banks,n/a
IPGP,IPG Photonics Corporation,Technology,Semiconductors,2006
CSML,IQ Chaikin U.S. Small Cap ETF,n/a,n/a,n/a
IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments,2014
IRTC,"iRhythm Technologies, Inc.",Health Care,Medical/Dental Instruments,2016
IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1996
IRDM,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,n/a
IRDMB,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,n/a
IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,2005
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2010
IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators,n/a
PMPT,iSectors Post-MPT Growth ETF,n/a,n/a,n/a
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,n/a,n/a,n/a
CSJ,iShares 1-3 Year Credit Bond ETF,n/a,n/a,n/a
ISHG,iShares 1-3 Year International Treasury Bond ETF,n/a,n/a,n/a
SHY,iShares 1-3 Year Treasury Bond ETF,n/a,n/a,n/a
TLT,iShares 20+ Year Treasury Bond ETF,n/a,n/a,n/a
IEI,iShares 3-7 Year Treasury Bond ETF,n/a,n/a,n/a
IEF,iShares 7-10 Year Treasury Bond ETF,n/a,n/a,n/a
AIA,iShares Asia 50 ETF,n/a,n/a,n/a
COMT,iShares Commodities Select Strategy ETF,n/a,n/a,n/a
ISTB,iShares Core 1-5 Year USD Bond ETF,n/a,n/a,n/a
IXUS,iShares Core MSCI Total International Stock ETF,n/a,n/a,n/a
IUSG,iShares Core S&P U.S. Growth ETF,n/a,n/a,n/a
IUSV,iShares Core S&P U.S. Value ETF,n/a,n/a,n/a
IUSB,iShares Core Total USD Bond Market ETF,n/a,n/a,n/a
HEWG,iShares Currency Hedged MSCI Germany ETF,n/a,n/a,n/a
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,n/a,n/a,n/a
SUSC,iShares ESG USD Corporate Bond ETF,n/a,n/a,n/a
XT,iShares Exponential Technologies ETF,n/a,n/a,n/a
FALN,iShares Fallen Angels USD Bond ETF,n/a,n/a,n/a
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,n/a,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,n/a,n/a,n/a
IGF,iShares Global Infrastructure ETF,n/a,n/a,n/a
GNMA,iShares GNMA Bond ETF,n/a,n/a,n/a
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,n/a,n/a
CIU,iShares Intermediate Credit Bond ETF,n/a,n/a,n/a
IGOV,iShares International Treasury Bond ETF,n/a,n/a,n/a
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,n/a,n/a,n/a
MBB,iShares MBS ETF,n/a,n/a,n/a
JKI,iShares Morningstar Mid-Cap ETF,n/a,n/a,n/a
ACWX,iShares MSCI ACWI ex US Index Fund,n/a,n/a,n/a
ACWI,iShares MSCI ACWI Index Fund,n/a,n/a,n/a
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,n/a,n/a,n/a
EWZS,iShares MSCI Brazil Small-Cap ETF,n/a,n/a,n/a
MCHI,iShares MSCI China ETF,n/a,n/a,n/a
ESGD,iShares MSCI EAFE ESG Optimized ETF,n/a,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,n/a,n/a,n/a
ESGE,iShares MSCI EM ESG Optimized ETF,n/a,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia Index Fund,n/a,n/a,n/a
EMXC,iShares MSCI Emerging Markets ex China ETF,n/a,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,n/a,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,n/a,n/a,n/a
RING,iShares MSCI Global Gold Miners ETF,n/a,n/a,n/a
MPCT,iShares MSCI Global Impact ETF,n/a,n/a,n/a
ENZL,iShares MSCI New Zealand Capped ETF,n/a,n/a,n/a
QAT,iShares MSCI Qatar Capped ETF,n/a,n/a,n/a
TUR,iShares MSCI Turkey ETF,n/a,n/a,n/a
UAE,iShares MSCI UAE Capped ETF,n/a,n/a,n/a
ESGU,iShares MSCI USA ESG Optimized ETF,n/a,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,n/a,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,n/a,n/a,n/a
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,n/a,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,n/a,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,n/a,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,n/a,n/a,n/a
IJT,iShares S&P Small-Cap 600 Growth ETF,n/a,n/a,n/a
DVY,iShares Select Dividend ETF,n/a,n/a,n/a
SHV,iShares Short Treasury Bond ETF,n/a,n/a,n/a
CRED,iShares U.S. Credit Bond ETF,n/a,n/a,n/a
PFF,iShares U.S. Preferred Stock ETF,n/a,n/a,n/a
ISRL,"Isramco, Inc.",Energy,Oil & Gas Production,1983
ITI,"Iteris, Inc.",Consumer Durables,Telecommunications Equipment,n/a
ITRI,"Itron, Inc.",Capital Goods,Electrical Products,1993
ITRN,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,2005
ITUS,ITUS Corporation,Miscellaneous,Multi-Sector Companies,n/a
IVENC,Ivy NextShares,n/a,n/a,n/a
IVFGC,Ivy NextShares,n/a,n/a,n/a
IVFVC,Ivy NextShares,n/a,n/a,n/a
IXYS,IXYS Corporation,Technology,Semiconductors,n/a
IZEA,IZEA Inc.,Consumer Services,Advertising,n/a
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,1986
MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators,n/a
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,n/a
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment,1999
JASO,"JA Solar Holdings, Co., Ltd.",Technology,Semiconductors,2007
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services,1985
JACK,Jack In The Box Inc.,Consumer Services,Restaurants,n/a
JXSB,Jacksonville Bancorp Inc.,Finance,Savings Institutions,n/a
JAGX,"Jaguar Health, Inc.",Health Care,Major Pharmaceuticals,2015
JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys,1996
JMBA,"Jamba, Inc.",Consumer Services,Restaurants,n/a
JRVR,"James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers,2014
SGQI,Janus Henderson SG Global Quality Income ETF,n/a,n/a,n/a
JSML,Janus Henderson Small Cap Growth Alpha ETF,n/a,n/a,n/a
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,n/a,n/a,n/a
JASN,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,2013
JASNW,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,2013
JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,2007
JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores,2014
JSYN,Jensyn Acquistion Corp.,Finance,Business Services,2016
JSYNR,Jensyn Acquistion Corp.,Finance,Business Services,2016
JSYNU,Jensyn Acquistion Corp.,Finance,Business Services,2016
JSYNW,Jensyn Acquistion Corp.,Finance,Business Services,2016
JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,2002
JTPY,JetPay Corporation,Finance,Business Services,2011
JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials,n/a
WYIG,JM Global Holding Company,Finance,Business Services,2015
WYIGU,JM Global Holding Company,Finance,Business Services,2015
WYIGW,JM Global Holding Company,Finance,Business Services,2015
JMU,JMU Limited,Technology,EDP Services,2015
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods,1991
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,n/a
JNCE,"Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017
JNP,"Juniper Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
JUNO,"Juno Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014
KTWO,"K2M Group Holdings, Inc.",Health Care,Medical/Dental Instruments,2014
KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,n/a
KALA,"Kala Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017
KALV,"KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2015
KMDA,Kamada Ltd.,Health Care,Major Pharmaceuticals,2013
KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing,n/a
KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,2013
KAAC,Kayne Anderson Acquisition Corp.,Finance,Business Services,2017
KAACU,Kayne Anderson Acquisition Corp.,Finance,Business Services,2017
KAACW,Kayne Anderson Acquisition Corp.,Finance,Business Services,2017
KBLM,KBL Merger Corp. IV,Finance,Business Services,2017
KBLMR,KBL Merger Corp. IV,Finance,Business Services,2017
KBLMU,KBL Merger Corp. IV,Finance,Business Services,2017
KBLMW,KBL Merger Corp. IV,Finance,Business Services,2017
KBSF,KBS Fashion Group Limited,Consumer Non-Durables,Apparel,2013
KCAP,"KCAP Financial, Inc.",n/a,n/a,2006
KCAPL,"KCAP Financial, Inc.",n/a,n/a,n/a
KRNY,Kearny Financial,Finance,Savings Institutions,n/a
KELYA,"Kelly Services, Inc.",Technology,Professional Services,n/a
KELYB,"Kelly Services, Inc.",Technology,Professional Services,n/a
KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals,2015
KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions,n/a
KERX,"Keryx Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities,n/a
KTEC,"Key Technology, Inc.",Technology,Industrial Machinery/Components,1993
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment,1983
KFRC,"Kforce, Inc.",Technology,Professional Services,1995
KE,"Kimball Electronics, Inc.",Technology,Electrical Products,n/a
KBAL,"Kimball International, Inc.",Consumer Durables,Home Furnishings,n/a
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,2013
KGJI,Kingold Jewelry Inc.,Miscellaneous,Business Services,n/a
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers,n/a
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Technology,EDP Services,2010
KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers,2016
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,2002
KITE,"Kite Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014
KTOV,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,2015
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,2015
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components,1980
KLXI,KLX Inc.,Capital Goods,Aerospace,n/a
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants,2005
KOPN,Kopin Corporation,Technology,Semiconductors,1992
KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components,2015
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,n/a
KWEB,KraneShares CSI China Internet ETF,n/a,n/a,n/a
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical,n/a
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors,n/a
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals,n/a
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,1996
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications,n/a
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1994
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions,n/a
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks,n/a
LKFN,Lakeland Financial Corporation,Finance,Major Banks,n/a
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,1986
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,1984
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,1996
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,n/a
LCA,"Landcadia Holdings, Inc.",Finance,Business Services,2016
LCAHU,"Landcadia Holdings, Inc.",Finance,Business Services,2016
LCAHW,"Landcadia Holdings, Inc.",Finance,Business Services,2016
LNDC,Landec Corporation,Basic Industries,Major Chemicals,1996
LARK,Landmark Bancorp Inc.,Finance,Major Banks,n/a
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,2014
LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,n/a
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,n/a
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,1993
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,2015
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,2000
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,n/a
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services,2017
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties,n/a
LAYN,Layne Christensen Company,Basic Industries,Engineering & Construction,1992
LCNB,LCNB Corporation,Finance,Major Banks,n/a
LBIX,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),n/a
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a
LGCY,Legacy Reserves LP,Energy,Oil & Gas Production,2007
LGCYO,Legacy Reserves LP,Energy,Oil & Gas Production,n/a
LGCYP,Legacy Reserves LP,Energy,Oil & Gas Production,n/a
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions,n/a
DDBI,Legg Mason Developed EX-US Diversified Core ETF,n/a,n/a,n/a
EDBI,Legg Mason Emerging Markets Diversified Core ETF,n/a,n/a,n/a
INFR,Legg Mason Global Infrastructure ETF,n/a,n/a,n/a
LVHD,Legg Mason Low Volatility High Dividend ETF,n/a,n/a,n/a
SQLV,Legg Mason Small-Cap Quality Value ETF,n/a,n/a,n/a
UDBI,Legg Mason US Diversified Core ETF,n/a,n/a,n/a
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments,2006
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services,n/a
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding,2013
LHCG,LHC Group,Health Care,Medical/Nursing Services,2005
LLIT,Lianluo Smart Limited,Health Care,Medical/Dental Instruments,n/a
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services,n/a
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services,n/a
LEXEA,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services,n/a
LEXEB,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services,n/a
LBTYA,Liberty Global plc,Consumer Services,Television Services,n/a
LBTYB,Liberty Global plc,Consumer Services,Television Services,n/a
LBTYK,Liberty Global plc,Consumer Services,Television Services,n/a
LILA,Liberty Global plc,Consumer Services,Television Services,n/a
LILAK,Liberty Global plc,Consumer Services,Television Services,n/a
LVNTA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,n/a
LVNTB,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,n/a
QVCA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,n/a
QVCB,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,n/a
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting,n/a
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting,n/a
FWONA,Liberty Media Corporation,Consumer Services,Broadcasting,n/a
FWONK,Liberty Media Corporation,Consumer Services,Broadcasting,n/a
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting,n/a
LSXMB,Liberty Media Corporation,Consumer Services,Broadcasting,n/a
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting,n/a
TAX,"Liberty Tax, Inc.",Miscellaneous,Multi-Sector Companies,n/a
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services,n/a
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services,n/a
LPNT,"LifePoint Health, Inc.",Health Care,Hospital/Nursing Management,n/a
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components,1991
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals,n/a
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods,n/a
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,n/a
LTBR,Lightbridge Corporation,Consumer Services,Professional Services,n/a
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors,1996
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production,n/a
LMB,"Limbach Holdings, Inc.",Basic Industries,Engineering & Construction,n/a
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services,2007
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,n/a
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services,2005
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components,n/a
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services,2013
LINDW,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services,2013
LINU,LiNiu Technology Group,Consumer Services,Services-Misc. Amusement & Recreation,n/a
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals,n/a
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services,2006
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products,n/a
LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks,2015
LIVE,Live Ventures Incorporated,Technology,EDP Services,n/a
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software,2000
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles,n/a
LMFA,"LM Funding America, Inc.",Finance,Finance: Consumer Services,2015
LMFAW,"LM Funding America, Inc.",Finance,Finance: Consumer Services,2015
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment,1997
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software,2009
EVAR,"Lombard Medical, Inc.",Health Care,Medical/Dental Instruments,2014
CNCR,Loncar Cancer Immunotherapy ETF,n/a,n/a,n/a
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production,n/a
LTEA,Long Island Iced Tea Corp.,Consumer Non-Durables,Beverages (Production/Distribution),n/a
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a
LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals,2014
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service,2010
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,n/a
LYTS,LSI Industries Inc.,Consumer Durables,Building Products,1985
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel,2007
LITE,Lumentum Holdings Inc.,Consumer Durables,Telecommunications Equipment,n/a
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments,2000
LMOS,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment,n/a
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch,2006
MBTF,M B T Financial Corp,Finance,Major Banks,n/a
MACQ,"M I Acquisitions, Inc.",Finance,Business Services,2016
MACQU,"M I Acquisitions, Inc.",n/a,n/a,2016
MACQW,"M I Acquisitions, Inc.",Finance,Business Services,2016
MIII,M III Acquisition Corp.,Finance,Business Services,2016
MIIIU,M III Acquisition Corp.,Finance,Business Services,2016
MIIIW,M III Acquisition Corp.,Finance,Business Services,2016
MBVX,"MabVax Therapeutics Holdings, Inc.",Health Care,Major Pharmaceuticals,n/a
MCBC,Macatawa Bank Corporation,Finance,Major Banks,n/a
MFNC,Mackinac Financial Corporation,Finance,Major Banks,n/a
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,2012
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals,2013
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a
MAGS,Magal Security Systems Ltd.,Consumer Durables,Telecommunications Equipment,1993
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management,n/a
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software,1991
CALL,magicJack VocalTec Ltd,Public Utilities,Telecommunications Equipment,n/a
MNGA,MagneGas Corporation,Technology,Industrial Machinery/Components,n/a
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions,n/a
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,n/a
MSFG,"MainSource Financial Group, Inc.",Finance,Major Banks,n/a
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services,2010
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation,2014
MLVF,"Malvern Bancorp, Inc.",Finance,Banks,n/a
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software,n/a
TUSK,"Mammoth Energy Services, Inc.",Energy,Oilfield Services/Equipment,2016
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software,1998
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts,n/a
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components,n/a
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals,n/a
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals,2004
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services,2002
MAPI,Mapi - Pharma Ltd.,n/a,n/a,n/a
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies,n/a
MCHX,"Marchex, Inc.",Miscellaneous,Business Services,2004
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production,n/a
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,2004
MRLN,Marlin Business Services Corp.,Finance,Major Banks,2003
MAR,Marriott International,Consumer Services,Hotels/Resorts,n/a
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals,2013
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services,1986
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing,2002
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors,2000
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2007
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing",2015
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software,2014
MPAC,Matlin & Partners Acquisition Corporation,Finance,Business Services,2017
MPACU,Matlin & Partners Acquisition Corporation,Finance,Business Services,2017
MPACW,Matlin & Partners Acquisition Corporation,Finance,Business Services,2017
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction,1990
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,n/a
MATR,Mattersight Corporation,Technology,EDP Services,n/a
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications,1994
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,1988
MXPT,"MaxPoint Interactive, Inc.",Consumer Services,Advertising,n/a
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components,n/a
MZOR,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments,n/a
MBFI,MB Financial Inc.,Finance,Major Banks,n/a
MBFIP,MB Financial Inc.,Finance,Major Banks,n/a
MCFT,"MCBC Holdings, Inc.",Capital Goods,Marine Transportation,2015
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services,1984
